3.399999999999999911e+00	2.600000000000000089e+00	1.600000000000000089e+00	5.129043574516589654e-01
1.199999999999999956e+00	7.099999999999999645e+00	2.299999999999999822e+00	5.251439669384405651e-01
3.399999999999999911e+00	1.699999999999999956e+00	2.100000000000000089e+00	5.333283523527475589e-01
4.200000000000000178e+00	4.799999999999999822e+00	7.799999999999999822e+00	5.347934554402644647e-01
4.700000000000000178e+00	2.100000000000000089e+00	7.799999999999999822e+00	5.472422110346647495e-01
7.200000000000000178e+00	7.299999999999999822e+00	3.500000000000000000e+00	5.512457916942926639e-01
6.799999999999999822e+00	5.500000000000000000e+00	4.500000000000000000e+00	5.528053274521460558e-01
6.299999999999999822e+00	6.599999999999999645e+00	5.200000000000000178e+00	5.585995668975206607e-01
6.599999999999999645e+00	6.599999999999999645e+00	3.000000000000000000e+00	5.632411863368290694e-01
1.699999999999999956e+00	4.700000000000000178e+00	2.700000000000000178e+00	5.634198420895979442e-01
3.000000000000000000e+00	6.299999999999999822e+00	5.299999999999999822e+00	5.651590162171766796e-01
4.500000000000000000e+00	7.900000000000000355e+00	6.400000000000000355e+00	5.686073927925183735e-01
6.700000000000000178e+00	7.299999999999999822e+00	6.799999999999999822e+00	5.718962094531609974e-01
7.599999999999999645e+00	1.199999999999999956e+00	4.400000000000000355e+00	5.744295888222180624e-01
7.000000000000000000e+00	6.299999999999999822e+00	1.699999999999999956e+00	5.763137735999547262e-01
6.700000000000000178e+00	5.599999999999999645e+00	1.800000000000000044e+00	5.790086471690580883e-01
6.000000000000000000e+00	7.299999999999999822e+00	4.900000000000000355e+00	5.797646501316473522e-01
2.600000000000000089e+00	4.599999999999999645e+00	1.699999999999999956e+00	5.828848188886275317e-01
6.799999999999999822e+00	5.200000000000000178e+00	6.400000000000000355e+00	5.870519701678019731e-01
2.700000000000000178e+00	3.000000000000000000e+00	1.300000000000000044e+00	5.963605662377980954e-01
2.799999999999999822e+00	7.799999999999999822e+00	6.000000000000000000e+00	6.011183316317888492e-01
1.399999999999999911e+00	1.399999999999999911e+00	5.700000000000000178e+00	6.088068399291771682e-01
5.099999999999999645e+00	4.000000000000000000e+00	5.599999999999999645e+00	6.504383282019541301e-01
8.000000000000000000e+00	3.399999999999999911e+00	3.700000000000000178e+00	6.873729584308770901e-01
3.200000000000000178e+00	1.000000000000000000e+00	3.399999999999999911e+00	6.884645343973085918e-01
